speed_kmh
28049.700927734375
36612.28332519531
28041.500854492188
39518.426513671875
31730.410766601562
39493.33190917969
31699.142456054688
28019.73876953125
28016.055297851562
17791.17889404297
17791.17889404297
17791.026306152344
19712.628173828125
8895.664978027344
12287.727355957031
19704.41131591797
24552.618408203125
31585.693359375
43013.568115234375
30899.029541015625
30874.069213867188
38022.47314453125
26704.678344726562
26689.553833007812
12486.062622070312
12484.225463867188
12482.206726074219
12480.386352539062
19825.98419189453
0.0
12474.43618774414
12472.798919677734
19820.945739746094
12466.37191772461
24925.97198486328
19814.9169921875
24909.40399169922
8895.513153076172
19807.55615234375
19805.068969726562
17791.17889404297
31843.405151367188
19794.7998046875
28059.689331054688
24830.459594726562
28054.144287109375
26686.691284179688
19774.22332763672
35582.35778808594
26686.843872070312
35582.35778808594
28031.356811523438
35582.35778808594
28022.83935546875
31680.06591796875
36957.745361328125
43788.43994140625
49183.32824707031
50066.204833984375
55257.75146484375
55183.28857421875
49839.55078125
48941.6748046875
48884.27429199219
48827.50549316406
48768.695068359375
48708.966064453125
43417.99011230469
48586.06872558594
50893.11828613281
47415.95153808594
45224.69482421875
27907.09228515625
19567.025756835938
17791.329956054688
17791.17889404297
17791.026306152344
17791.329956054688
17791.026306152344
17791.329956054688
17791.17889404297
8315.328216552734
8315.89584350586
16631.222534179688
8316.464233398438
16631.222534179688
8315.89584350586
8315.89584350586
18856.448364257812
24930.538940429688
50633.10852050781
42452.587890625
42424.74365234375
50533.48388671875
42370.245361328125
42342.03186035156
42314.215087890625
37543.95751953125
42230.58166503906
37482.06481933594
42145.26672363281
37420.67565917969
42058.92333984375
34044.866943359375
34021.33483886719
52320.59326171875
58026.03759765625
66085.09521484375
57941.387939453125
67739.44702148438
57147.650146484375
57814.501953125
57771.6796875
40758.258056640625
17791.026306152344
26686.843872070312
17791.17889404297
26686.843872070312
17791.026306152344
36525.91857910156
26686.843872070312
26686.691284179688
17791.17889404297
17791.329956054688
17791.026306152344
8895.664978027344
17791.17889404297
17791.17889404297
17791.17889404297
17791.17889404297
8895.513153076172
8895.664978027344
19597.705078125
19592.46826171875
19587.66632080078
19582.73162841797
17791.026306152344
19572.48077392578
19567.025756835938
12055.204772949219
12175.428009033203
19634.051513671875
8895.664978027344
19626.809692382812
17791.329956054688
12144.735717773438
8895.361328125
17791.329956054688
26686.691284179688
36519.293212890625
31320.30029296875
36509.796142578125
35582.35778808594
36498.590087890625
35582.35778808594
26686.691284179688
26686.843872070312
8895.664978027344
12186.676025390625
8895.513153076172
