sid,lat,lon,vmax,pmin,time,basin_geo
b'1842298N11080',10.9,80.3,,,-5866.874999999534,BoB
b'1842298N11080',10.9,79.8,,,-5866.749999999534,BoB
b'1842298N11080',10.8,79.4,,,-5866.624999999534,BoB
b'1842298N11080',10.8,78.9,,,-5866.499999999534,BoB
b'1842298N11080',10.8,78.4,,,-5866.374999999534,BoB
b'1842298N11080',10.8,77.9,,,-5866.249999999534,BoB
b'1842298N11080',10.8,77.4,,,-5866.124999999534,BoB
b'1842298N11080',10.8,76.9,,,-5865.999999999534,BoB
b'1842298N11080',10.8,76.4,,,-5865.874999999534,BoB
b'1842298N11080',10.8,75.8,,,-5865.749999999534,BoB
b'1842298N11080',10.8,75.3,,,-5865.624999999534,BoB
b'1842298N11080',10.9,74.7,,,-5865.499999999534,BoB
b'1842298N11080',10.9,74.1,,,-5865.374999999534,BoB
b'1842298N11080',11.0,73.5,,,-5865.249999999534,BoB
b'1842298N11080',11.0,73.0,,,-5865.124999999534,BoB
b'1842298N11080',11.1,72.4,,,-5864.999999999534,BoB
b'1842298N11080',11.2,71.9,,,-5864.874999999534,BoB
b'1842298N11080',11.3,71.4,,,-5864.749999999534,BoB
b'1842298N11080',11.3,70.9,,,-5864.624999999534,BoB
b'1842298N11080',11.3,70.5,,,-5864.499999999534,BoB
b'1842298N11080',11.4,70.0,,,-5864.374999999534,BoB
b'1842298N11080',11.5,69.5,,,-5864.249999999534,BoB
b'1842298N11080',11.6,68.9,,,-5864.124999999534,BoB
b'1842298N11080',11.6,68.4,,,-5863.999999999534,BoB
b'1842298N11080',11.7,68.0,,,-5863.874999999534,BoB
b'1842298N11080',11.7,67.7,,,-5863.749999999534,BoB
b'1842298N11080',11.8,67.5,,,-5863.624999999534,BoB
b'1842298N11080',11.8,67.3,,,-5863.499999999534,BoB
b'1842298N11080',11.8,67.1,,,-5863.374999999534,BoB
b'1842298N11080',11.8,66.9,,,-5863.249999999534,BoB
b'1842298N11080',11.9,66.6,,,-5863.124999999534,BoB
b'1842298N11080',12.0,66.4,,,-5862.999999999534,BoB
b'1842298N11080',12.0,66.2,,,-5862.874999999534,BoB
b'1842298N11080',12.0,66.0,,,-5862.749999999534,BoB
b'1842298N11080',12.1,65.8,,,-5862.624999999534,BoB
b'1842298N11080',12.1,65.7,,,-5862.499999999534,BoB
b'1842298N11080',12.1,65.5,,,-5862.374999999534,BoB
b'1842298N11080',12.1,65.3,,,-5862.249999999534,BoB
b'1842298N11080',12.1,65.1,,,-5862.124999999534,BoB
b'1842298N11080',12.2,64.9,,,-5861.999999999534,BoB
b'1842298N11080',12.2,64.7,,,-5861.874999999534,BoB
b'1842298N11080',12.2,64.5,,,-5861.749999999534,BoB
b'1842298N11080',12.2,64.3,,,-5861.624999999534,BoB
b'1842298N11080',12.3,64.1,,,-5861.499999999534,BoB
b'1842298N11080',12.3,63.9,,,-5861.374999999534,BoB
b'1842298N11080',12.4,63.7,,,-5861.249999999534,BoB
b'1842298N11080',12.4,63.5,,,-5861.124999999534,BoB
b'1842298N11080',12.5,63.2,,,-5860.999999999534,BoB
b'1842298N11080',12.6,63.0,,,-5860.874999999534,BoB
b'1842298N11080',12.7,62.8,,,-5860.749999999534,BoB
b'1842298N11080',12.8,62.5,,,-5860.624999999534,BoB
b'1842298N11080',12.8,62.3,,,-5860.499999999534,BoB
b'1842298N11080',12.9,62.1,,,-5860.374999999534,BoB
b'1842298N11080',12.9,61.9,,,-5860.249999999534,BoB
b'1842298N11080',12.9,61.7,,,-5860.124999999534,BoB
b'1842298N11080',13.0,61.5,,,-5859.999999999534,BoB
b'1842298N11080',13.0,61.3,,,-5859.874999999534,BoB
b'1842298N11080',13.1,61.1,,,-5859.749999999534,BoB
b'1842298N11080',13.1,60.8,,,-5859.624999999534,BoB
b'1842298N11080',13.2,60.6,,,-5859.499999999534,BoB
b'1842298N11080',13.3,60.4,,,-5859.374999999534,BoB
b'1842298N11080',13.4,60.2,,,-5859.249999999534,BoB
b'1842298N11080',13.5,60.0,,,-5859.124999999534,BoB
b'1842298N11080',13.5,59.9,,,-5858.999999999534,BoB
b'1842298N11080',13.6,59.7,,,-5858.874999999534,BoB
b'1845336N10074',10.0,74.3,,,-4732.874999999534,AS
b'1845336N10074',10.0,74.2,,,-4732.749999999534,AS
b'1845336N10074',10.1,74.0,,,-4732.624999999534,AS
b'1845336N10074',10.1,73.9,,,-4732.499999999534,AS
b'1845336N10074',10.2,73.7,,,-4732.374999999534,AS
b'1845336N10074',10.3,73.5,,,-4732.249999999534,AS
b'1845336N10074',10.4,73.4,,,-4732.124999999534,AS
b'1845336N10074',10.6,73.2,,,-4731.999999999534,AS
b'1845336N10074',10.7,73.0,,,-4731.874999999534,AS
b'1845336N10074',10.8,72.8,,,-4731.749999999534,AS
b'1845336N10074',11.0,72.6,,,-4731.624999999534,AS
b'1845336N10074',11.1,72.4,,,-4731.499999999534,AS
b'1845336N10074',11.3,72.2,,,-4731.374999999534,AS
b'1845336N10074',11.4,72.1,,,-4731.249999999534,AS
b'1845336N10074',11.6,72.0,,,-4731.124999999534,AS
b'1845336N10074',11.7,71.9,,,-4730.999999999534,AS
b'1845336N10074',11.9,71.8,,,-4730.874999999534,AS
b'1845336N10074',12.1,71.7,,,-4730.749999999534,AS
b'1845336N10074',12.2,71.7,,,-4730.624999999534,AS
b'1845336N10074',12.4,71.6,,,-4730.499999999534,AS
b'1845336N10074',12.6,71.6,,,-4730.374999999534,AS
b'1845336N10074',12.8,71.6,,,-4730.249999999534,AS
b'1845336N10074',13.0,71.5,,,-4730.124999999534,AS
b'1845336N10074',13.1,71.5,,,-4729.999999999534,AS
b'1845336N10074',13.3,71.5,,,-4729.874999999534,AS
b'1854303N14072',13.7,72.2,,,-1478.8749999995343,AS
b'1854303N14072',14.0,72.1,,,-1478.7499999995343,AS
b'1854303N14072',14.4,72.0,,,-1478.6249999995343,AS
b'1854303N14072',14.7,71.9,,,-1478.4999999995343,AS
b'1854303N14072',15.1,71.7,,,-1478.3749999995343,AS
b'1854303N14072',15.4,71.5,,,-1478.2499999995343,AS
b'1854303N14072',15.8,71.3,,,-1478.1249999995343,AS
b'1854303N14072',16.1,71.1,,,-1477.9999999995343,AS
b'1854303N14072',16.4,71.0,,,-1477.8749999995343,AS
b'1854303N14072',16.7,70.9,,,-1477.7499999995343,AS
b'1854303N14072',16.9,70.9,,,-1477.6249999995343,AS
b'1854303N14072',17.1,70.9,,,-1477.4999999995343,AS
b'1854303N14072',17.3,70.9,,,-1477.3749999995343,AS
b'1854303N14072',17.5,70.8,,,-1477.2499999995343,AS
b'1854303N14072',17.6,70.8,,,-1477.1249999995343,AS
b'1854303N14072',17.7,70.7,,,-1476.9999999995343,AS
b'1854303N14072',17.9,70.8,,,-1476.8749999995343,AS
b'1854303N14072',18.1,71.0,,,-1476.7499999995343,AS
b'1854303N14072',18.4,71.2,,,-1476.6249999995343,AS
b'1854303N14072',18.7,71.6,,,-1476.4999999995343,AS
b'1854303N14072',18.9,71.9,,,-1476.3749999995343,AS
b'1854303N14072',19.1,72.2,,,-1476.2499999995343,AS
b'1854303N14072',19.3,72.6,,,-1476.1249999995343,AS
b'1854303N14072',19.4,72.9,,,-1475.9999999995343,AS
b'1854303N14072',19.5,73.2,,,-1475.8749999995343,AS
b'1877135N10083',9.9,82.9,,,6754.000000000466,BoB
b'1877135N10083',10.0,82.8,,,6754.125000000466,BoB
b'1877135N10083',10.1,82.7,,,6754.250000000466,BoB
b'1877135N10083',10.2,82.6,,,6754.375000000466,BoB
b'1877135N10083',10.3,82.5,,,6754.500000000466,BoB
b'1877135N10083',10.5,82.4,,,6754.625000000466,BoB
b'1877135N10083',10.5,82.4,,,6754.750000000466,BoB
b'1877135N10083',10.6,82.3,,,6754.875000000466,BoB
b'1877135N10083',10.7,82.2,,,6755.000000000466,BoB
b'1877135N10083',10.9,82.1,,,6755.125000000466,BoB
b'1877135N10083',11.0,82.0,,,6755.250000000466,BoB
b'1877135N10083',11.2,81.8,,,6755.375000000466,BoB
b'1877135N10083',11.4,81.7,,,6755.500000000466,BoB
b'1877135N10083',11.6,81.5,,,6755.625000000466,BoB
b'1877135N10083',11.7,81.5,,,6755.750000000466,BoB
b'1877135N10083',11.9,81.4,,,6755.875000000466,BoB
b'1877135N10083',12.1,81.3,,,6756.000000000466,BoB
b'1877135N10083',12.3,81.3,,,6756.125000000466,BoB
b'1877135N10083',12.6,81.1,,,6756.250000000466,BoB
b'1877135N10083',12.8,81.0,,,6756.375000000466,BoB
b'1877135N10083',13.1,80.9,,,6756.500000000466,BoB
b'1877135N10083',13.3,80.7,,,6756.625000000466,BoB
b'1877135N10083',13.6,80.6,,,6756.750000000466,BoB
b'1877135N10083',13.9,80.6,,,6756.875000000466,BoB
b'1877135N10083',14.1,80.5,,,6757.000000000466,BoB
b'1877135N10083',14.5,80.5,,,6757.125000000466,BoB
b'1877135N10083',14.8,80.5,,,6757.250000000466,BoB
b'1877135N10083',15.2,80.5,,,6757.375000000466,BoB
b'1877135N10083',15.5,80.6,,,6757.500000000466,BoB
b'1877135N10083',15.9,80.6,,,6757.625000000466,BoB
b'1877135N10083',16.2,80.7,,,6757.750000000466,BoB
b'1877135N10083',16.5,80.9,,,6757.875000000466,BoB
b'1877135N10083',16.8,81.2,,,6758.000000000466,BoB
b'1877135N10083',17.2,81.5,,,6758.125000000466,BoB
b'1877135N10083',17.6,81.9,,,6758.250000000466,BoB
b'1877135N10083',17.9,82.4,,,6758.375000000466,BoB
b'1877135N10083',18.3,82.9,,,6758.500000000466,BoB
b'1877135N10083',18.7,83.4,,,6758.625000000466,BoB
b'1877135N10083',19.0,83.9,,,6758.750000000466,BoB
b'1877135N10083',19.4,84.3,,,6758.875000000466,BoB
b'1877135N10083',19.8,84.7,,,6759.000000000466,BoB
b'1877135N10083',20.2,85.1,,,6759.125000000466,BoB
b'1877135N10083',20.6,85.5,,,6759.250000000466,BoB
b'1877135N10083',21.0,85.9,,,6759.375000000466,BoB
b'1877135N10083',21.4,86.2,,,6759.500000000466,BoB
b'1877135N10083',21.8,86.6,,,6759.625000000466,BoB
b'1877135N10083',22.3,86.9,,,6759.750000000466,BoB
b'1877135N10083',22.8,87.1,,,6759.875000000466,BoB
b'1877135N10083',23.3,87.2,,,6760.000000000466,BoB
b'1877135N10083',23.6,87.3,,,6760.125000000466,BoB
b'1877135N10083',23.8,87.4,,,6760.250000000466,BoB
b'1877135N10083',24.0,87.4,,,6760.375000000466,BoB
b'1877135N10083',24.2,87.4,,,6760.500000000466,BoB
b'1877135N10083',24.4,87.4,,,6760.625000000466,BoB
b'1877135N10083',24.6,87.4,,,6760.750000000466,BoB
b'1877135N10083',24.8,87.4,,,6760.875000000466,BoB
b'1877135N10083',25.0,87.4,,,6761.000000000466,BoB
b'1877135N10083',25.2,87.4,,,6761.125000000466,BoB
b'1877192N21090',20.8,89.7,,,6811.000000000466,BoB
b'1877192N21090',20.8,89.6,,,6811.125000000466,BoB
b'1877192N21090',20.8,89.5,,,6811.250000000466,BoB
b'1877192N21090',20.8,89.3,,,6811.375000000466,BoB
b'1877192N21090',20.8,89.2,,,6811.500000000466,BoB
b'1877192N21090',20.8,89.0,,,6811.625000000466,BoB
b'1877192N21090',20.8,88.9,,,6811.750000000466,BoB
b'1877192N21090',20.8,88.8,,,6811.875000000466,BoB
b'1877192N21090',20.9,88.6,,,6812.000000000466,BoB
b'1877192N21090',20.9,88.3,,,6812.125000000466,BoB
b'1877192N21090',21.0,87.7,,,6812.250000000466,BoB
b'1877192N21090',21.1,87.2,,,6812.375000000466,BoB
b'1877192N21090',21.2,86.7,,,6812.500000000466,BoB
b'1877192N21090',21.3,86.1,,,6812.625000000466,BoB
b'1877192N21090',21.4,85.6,,,6812.750000000466,BoB
b'1877192N21090',21.5,85.1,,,6812.875000000466,BoB
b'1877192N21090',21.6,84.6,,,6813.000000000466,BoB
b'1877192N21090',21.8,84.2,,,6813.125000000466,BoB
b'1877192N21090',21.9,83.7,,,6813.250000000466,BoB
b'1877192N21090',22.1,83.3,,,6813.375000000466,BoB
b'1877192N21090',22.2,82.8,,,6813.500000000466,BoB
b'1877192N21090',22.4,82.4,,,6813.625000000466,BoB
b'1877192N21090',22.5,81.9,,,6813.750000000466,BoB
b'1877192N21090',22.6,81.5,,,6813.875000000466,BoB
b'1877192N21090',22.7,81.1,,,6814.000000000466,BoB
b'1877192N21090',22.9,80.5,,,6814.125000000466,BoB
b'1877192N21090',23.0,79.8,,,6814.250000000466,BoB
b'1877192N21090',23.1,79.0,,,6814.375000000466,BoB
b'1877192N21090',23.2,78.3,,,6814.500000000466,BoB
b'1877192N21090',23.4,77.5,,,6814.625000000466,BoB
b'1877192N21090',23.4,76.8,,,6814.750000000466,BoB
b'1877192N21090',23.5,76.1,,,6814.875000000466,BoB
b'1877192N21090',23.6,75.4,,,6815.000000000466,BoB
b'1877192N21090',23.6,74.9,,,6815.125000000466,BoB
b'1877218N21090',20.6,89.5,,,6837.000000000466,BoB
b'1877218N21090',20.8,89.5,,,6837.125000000466,BoB
b'1877218N21090',21.1,89.5,,,6837.250000000466,BoB
b'1877218N21090',21.3,89.5,,,6837.375000000466,BoB
b'1877218N21090',21.6,89.5,,,6837.500000000466,BoB
b'1877218N21090',21.8,89.5,,,6837.625000000466,BoB
b'1877218N21090',22.2,89.6,,,6837.750000000466,BoB
b'1877218N21090',22.5,89.6,,,6837.875000000466,BoB
b'1877218N21090',22.8,89.6,,,6838.000000000466,BoB
b'1877218N21090',23.0,89.6,,,6838.125000000466,BoB
b'1877218N21090',23.2,89.6,,,6838.250000000466,BoB
b'1877218N21090',23.4,89.6,,,6838.375000000466,BoB
b'1877218N21090',23.5,89.6,,,6838.500000000466,BoB
b'1877218N21090',23.7,89.6,,,6838.625000000466,BoB
b'1877218N21090',23.9,89.6,,,6838.750000000466,BoB
b'1877218N21090',24.1,89.6,,,6838.875000000466,BoB
b'1877218N21090',24.3,89.6,,,6839.000000000466,BoB
b'1877218N21090',24.4,89.6,,,6839.125000000466,BoB
b'1877220N22092',22.3,91.7,,,6839.000000000466,BoB
b'1877220N22092',22.4,91.7,,,6839.125000000466,BoB
b'1877220N22092',22.6,91.6,,,6839.250000000466,BoB
b'1877220N22092',22.8,91.5,,,6839.375000000466,BoB
b'1877220N22092',23.0,91.4,,,6839.500000000466,BoB
b'1877220N22092',23.2,91.3,,,6839.625000000466,BoB
b'1877220N22092',23.4,91.3,,,6839.750000000466,BoB
b'1877220N22092',23.6,91.2,,,6839.875000000466,BoB
b'1877220N22092',23.8,91.1,,,6840.000000000466,BoB
b'1877220N22092',23.9,91.0,,,6840.125000000466,BoB
b'1877226N21089',20.8,89.0,,,6845.000000000466,BoB
b'1877226N21089',20.9,88.9,,,6845.125000000466,BoB
b'1877226N21089',21.1,88.8,,,6845.250000000466,BoB
b'1877226N21089',21.2,88.8,,,6845.375000000466,BoB
b'1877226N21089',21.4,88.7,,,6845.500000000466,BoB
b'1877226N21089',21.6,88.7,,,6845.625000000466,BoB
b'1877226N21089',21.7,88.6,,,6845.750000000466,BoB
b'1877226N21089',21.8,88.6,,,6845.875000000466,BoB
b'1877226N21089',22.0,88.6,,,6846.000000000466,BoB
b'1877226N21089',22.3,88.6,,,6846.125000000466,BoB
b'1877226N21089',22.7,88.5,,,6846.250000000466,BoB
b'1877226N21089',23.0,88.3,,,6846.375000000466,BoB
b'1877226N21089',23.4,88.2,,,6846.500000000466,BoB
b'1877226N21089',23.8,88.2,,,6846.625000000466,BoB
b'1877226N21089',24.2,88.1,,,6846.750000000466,BoB
b'1877226N21089',24.6,88.1,,,6846.875000000466,BoB
b'1877226N21089',24.9,88.1,,,6847.000000000466,BoB
b'1877226N21089',25.2,88.1,,,6847.125000000466,BoB
b'1877230N20091',20.4,90.5,,,6849.000000000466,BoB
b'1877230N20091',20.5,90.5,,,6849.125000000466,BoB
b'1877230N20091',20.6,90.4,,,6849.250000000466,BoB
b'1877230N20091',20.7,90.4,,,6849.375000000466,BoB
b'1877230N20091',20.8,90.3,,,6849.500000000466,BoB
b'1877230N20091',20.9,90.3,,,6849.625000000466,BoB
b'1877230N20091',21.1,90.2,,,6849.750000000466,BoB
b'1877230N20091',21.2,90.1,,,6849.875000000466,BoB
b'1877230N20091',21.3,90.0,,,6850.000000000466,BoB
b'1877230N20091',21.5,90.0,,,6850.125000000466,BoB
b'1877230N20091',21.8,89.9,,,6850.250000000466,BoB
b'1877230N20091',22.0,89.8,,,6850.375000000466,BoB
b'1877230N20091',22.3,89.7,,,6850.500000000466,BoB
b'1877230N20091',22.5,89.5,,,6850.625000000466,BoB
b'1877230N20091',22.8,89.5,,,6850.750000000466,BoB
b'1877230N20091',23.0,89.4,,,6850.875000000466,BoB
b'1877230N20091',23.2,89.3,,,6851.000000000466,BoB
b'1877230N20091',23.3,89.2,,,6851.125000000466,BoB
b'1877241N20088',20.4,88.4,,,6860.000000000466,BoB
b'1877241N20088',20.4,88.3,,,6860.125000000466,BoB
b'1877241N20088',20.5,88.2,,,6860.250000000466,BoB
b'1877241N20088',20.6,88.2,,,6860.375000000466,BoB
b'1877241N20088',20.7,88.1,,,6860.500000000466,BoB
b'1877241N20088',20.8,87.9,,,6860.625000000466,BoB
b'1877241N20088',20.8,87.8,,,6860.750000000466,BoB
b'1877241N20088',20.9,87.7,,,6860.875000000466,BoB
b'1877241N20088',21.0,87.6,,,6861.000000000466,BoB
b'1877241N20088',21.2,87.4,,,6861.125000000466,BoB
b'1877241N20088',21.4,87.3,,,6861.250000000466,BoB
b'1877241N20088',21.6,87.2,,,6861.375000000466,BoB
b'1877241N20088',21.8,87.1,,,6861.500000000466,BoB
b'1877241N20088',22.0,86.9,,,6861.625000000466,BoB
b'1877241N20088',22.2,86.8,,,6861.750000000466,BoB
b'1877241N20088',22.5,86.6,,,6861.875000000466,BoB
b'1877241N20088',22.7,86.5,,,6862.000000000466,BoB
b'1877241N20088',22.8,86.4,,,6862.125000000466,BoB
b'1877249N20088',19.9,87.5,,,6868.000000000466,BoB
b'1877249N20088',19.9,87.4,,,6868.125000000466,BoB
b'1877249N20088',20.0,87.3,,,6868.250000000466,BoB
b'1877249N20088',20.0,87.3,,,6868.375000000466,BoB
b'1877249N20088',20.1,87.2,,,6868.500000000466,BoB
b'1877249N20088',20.1,87.1,,,6868.625000000466,BoB
b'1877249N20088',20.2,87.1,,,6868.750000000466,BoB
b'1877249N20088',20.2,87.0,,,6868.875000000466,BoB
b'1877249N20088',20.3,86.9,,,6869.000000000466,BoB
b'1877249N20088',20.5,86.8,,,6869.125000000466,BoB
b'1877249N20088',20.8,86.7,,,6869.250000000466,BoB
b'1877249N20088',21.0,86.6,,,6869.375000000466,BoB
b'1877249N20088',21.3,86.5,,,6869.500000000466,BoB
b'1877249N20088',21.7,86.3,,,6869.625000000466,BoB
b'1877249N20088',22.0,86.2,,,6869.750000000466,BoB
b'1877249N20088',22.4,86.1,,,6869.875000000466,BoB
b'1877249N20088',22.7,86.0,,,6870.000000000466,BoB
b'1877249N20088',23.0,86.0,,,6870.125000000466,BoB
b'1877249N20088',23.2,85.9,,,6870.250000000466,BoB
b'1877249N20088',23.5,85.9,,,6870.375000000466,BoB
b'1877249N20088',23.7,85.8,,,6870.500000000466,BoB
b'1877249N20088',24.0,85.8,,,6870.625000000466,BoB
b'1877249N20088',24.2,85.7,,,6870.750000000466,BoB
b'1877249N20088',24.5,85.7,,,6870.875000000466,BoB
b'1877249N20088',24.6,85.6,,,6871.000000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.125000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.250000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.375000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.500000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.625000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.750000000466,BoB
b'1877249N20088',24.7,85.6,,,6871.875000000466,BoB
b'1877249N20088',24.7,85.6,,,6872.000000000466,BoB
b'1877249N20088',24.7,85.6,,,6872.125000000466,BoB
b'1877249N20088',24.8,85.6,,,6872.250000000466,BoB
b'1877249N20088',25.0,85.6,,,6872.375000000466,BoB
b'1877249N20088',25.1,85.6,,,6872.500000000466,BoB
b'1877249N20088',25.2,85.6,,,6872.625000000466,BoB
b'1877249N20088',25.3,85.6,,,6872.750000000466,BoB
b'1877249N20088',25.4,85.6,,,6872.875000000466,BoB
b'1877249N20088',25.5,85.6,,,6873.000000000466,BoB
b'1877249N20088',25.5,85.6,,,6873.125000000466,BoB
b'1877307N18091',17.6,90.7,,,6926.000000000466,BoB
b'1877307N18091',17.8,90.9,,,6926.125000000466,BoB
b'1877307N18091',18.1,91.1,,,6926.250000000466,BoB
b'1877307N18091',18.4,91.3,,,6926.375000000466,BoB
b'1877307N18091',18.7,91.4,,,6926.500000000466,BoB
b'1877307N18091',19.1,91.6,,,6926.625000000466,BoB
b'1877307N18091',19.4,91.7,,,6926.750000000466,BoB
b'1877307N18091',19.8,91.7,,,6926.875000000466,BoB
b'1877307N18091',20.2,91.8,,,6927.000000000466,BoB
b'1877307N18091',20.4,91.8,,,6927.125000000466,BoB
b'1877307N18091',20.5,91.8,,,6927.250000000466,BoB
b'1877307N18091',20.6,91.8,,,6927.375000000466,BoB
b'1877307N18091',20.7,91.8,,,6927.500000000466,BoB
b'1877307N18091',20.8,91.8,,,6927.625000000466,BoB
b'1877307N18091',20.9,91.8,,,6927.750000000466,BoB
b'1877307N18091',21.1,91.8,,,6927.875000000466,BoB
b'1877307N18091',21.3,91.8,,,6928.000000000466,BoB
b'1877307N18091',21.4,91.8,,,6928.125000000466,BoB
b'1878202N18087',17.8,86.5,,,7186.000000000466,BoB
b'1878202N18087',17.9,86.4,,,7186.125000000466,BoB
b'1878202N18087',18.0,86.2,,,7186.250000000466,BoB
b'1878202N18087',18.1,86.0,,,7186.375000000466,BoB
b'1878202N18087',18.2,85.8,,,7186.500000000466,BoB
b'1878202N18087',18.2,85.6,,,7186.625000000466,BoB
b'1878202N18087',18.3,85.4,,,7186.750000000466,BoB
b'1878202N18087',18.5,85.2,,,7186.875000000466,BoB
b'1878202N18087',18.6,85.0,,,7187.000000000466,BoB
b'1878202N18087',18.6,84.8,,,7187.125000000466,BoB
b'1878202N18087',18.7,84.7,,,7187.250000000466,BoB
b'1878202N18087',18.8,84.5,,,7187.375000000466,BoB
b'1878202N18087',18.9,84.4,,,7187.500000000466,BoB
b'1878202N18087',19.1,84.2,,,7187.625000000466,BoB
b'1878202N18087',19.2,84.1,,,7187.750000000466,BoB
b'1878202N18087',19.3,84.0,,,7187.875000000466,BoB
b'1878202N18087',19.4,83.8,,,7188.000000000466,BoB
b'1878202N18087',19.6,83.6,,,7188.125000000466,BoB
b'1878202N18087',19.7,83.3,,,7188.250000000466,BoB
b'1878202N18087',19.8,82.9,,,7188.375000000466,BoB
b'1878202N18087',19.9,82.6,,,7188.500000000466,BoB
b'1878202N18087',20.1,82.2,,,7188.625000000466,BoB
b'1878202N18087',20.3,81.8,,,7188.750000000466,BoB
b'1878202N18087',20.4,81.5,,,7188.875000000466,BoB
b'1878202N18087',20.5,81.3,,,7189.000000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.125000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.250000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.375000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.500000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.625000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.750000000466,BoB
b'1878202N18087',20.6,81.2,,,7189.875000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.000000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.125000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.250000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.375000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.500000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.625000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.750000000466,BoB
b'1878202N18087',20.6,81.2,,,7190.875000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.000000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.125000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.250000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.375000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.500000000466,BoB
b'1878202N18087',20.6,81.2,,,7191.625000000466,BoB
b'1878202N18087',20.5,81.2,,,7191.750000000466,BoB
b'1878202N18087',20.5,81.2,,,7191.875000000466,BoB
b'1878202N18087',20.5,81.2,,,7192.000000000466,BoB
b'1878202N18087',20.8,81.2,,,7192.125000000466,BoB
b'1878202N18087',21.4,81.1,,,7192.250000000466,BoB
b'1878202N18087',22.1,81.0,,,7192.375000000466,BoB
b'1878202N18087',22.9,80.9,,,7192.500000000466,BoB
b'1878202N18087',23.6,80.7,,,7192.625000000466,BoB
b'1878202N18087',24.1,80.3,,,7192.750000000466,BoB
b'1878202N18087',24.5,79.7,,,7192.875000000466,BoB
b'1878202N18087',24.9,79.2,,,7193.000000000466,BoB
b'1878202N18087',25.1,78.6,,,7193.125000000466,BoB
b'1878202N18087',25.2,78.2,,,7193.250000000466,BoB
b'1878202N18087',25.3,77.7,,,7193.375000000466,BoB
b'1878202N18087',25.3,77.2,,,7193.500000000466,BoB
b'1878202N18087',25.3,76.6,,,7193.625000000466,BoB
b'1878202N18087',25.4,76.1,,,7193.750000000466,BoB
b'1878202N18087',25.5,75.6,,,7193.875000000466,BoB
b'1878202N18087',25.6,75.1,,,7194.000000000466,BoB
b'1878202N18087',25.6,74.5,,,7194.125000000466,BoB
b'1878202N18087',25.8,74.0,,,7194.250000000466,BoB
b'1878202N18087',25.9,73.5,,,7194.375000000466,BoB
b'1878202N18087',26.0,73.0,,,7194.500000000466,BoB
b'1878202N18087',26.2,72.5,,,7194.625000000466,BoB
b'1878202N18087',26.3,72.1,,,7194.750000000466,BoB
b'1878202N18087',26.5,71.6,,,7194.875000000466,BoB
b'1878202N18087',26.6,71.1,,,7195.000000000466,BoB
b'1878202N18087',26.7,70.8,,,7195.125000000466,BoB
b'1878215N20086',19.7,85.9,,,7199.000000000466,BoB
b'1878215N20086',19.9,85.6,,,7199.125000000466,BoB
b'1878215N20086',20.2,85.3,,,7199.250000000466,BoB
b'1878215N20086',20.5,84.8,,,7199.375000000466,BoB
b'1878215N20086',20.8,84.4,,,7199.500000000466,BoB
b'1878215N20086',21.0,84.0,,,7199.625000000466,BoB
b'1878215N20086',21.3,83.6,,,7199.750000000466,BoB
b'1878215N20086',21.6,83.1,,,7199.875000000466,BoB
b'1878215N20086',21.9,82.7,,,7200.000000000466,BoB
b'1878215N20086',22.1,82.4,,,7200.125000000466,BoB
b'1878218N20089',20.3,88.5,,,7202.000000000466,BoB
b'1878218N20089',20.4,88.2,,,7202.125000000466,BoB
b'1878218N20089',20.5,87.7,,,7202.250000000466,BoB
b'1878218N20089',20.5,87.2,,,7202.375000000466,BoB
b'1878218N20089',20.6,86.7,,,7202.500000000466,BoB
b'1878218N20089',20.8,86.3,,,7202.625000000466,BoB
b'1878218N20089',20.9,85.8,,,7202.750000000466,BoB
b'1878218N20089',21.1,85.4,,,7202.875000000466,BoB
b'1878218N20089',21.3,84.9,,,7203.000000000466,BoB
b'1878218N20089',21.5,84.4,,,7203.125000000466,BoB
b'1878218N20089',21.8,83.9,,,7203.250000000466,BoB
b'1878218N20089',22.1,83.4,,,7203.375000000466,BoB
b'1878218N20089',22.4,82.9,,,7203.500000000466,BoB
b'1878218N20089',22.7,82.4,,,7203.625000000466,BoB
