sid,lat,lon,vmax,pmin,time,basin_geo
b'1959270N17092',23.6,84.0,,,36842.875000000466,BoB
b'1959270N17092',23.9,83.5,,,36843.000000000466,BoB
b'1959270N17092',24.1,83.0,,,36843.125000000466,BoB
b'1959284N20072',19.7,71.5,,,36851.750000000466,AS
b'1959284N20072',20.0,71.4,,,36851.875000000466,AS
b'1959284N20072',20.2,71.4,,,36852.000000000466,AS
b'1959284N20072',20.3,71.4,,,36852.125000000466,AS
b'1959284N20072',20.3,71.4,,,36852.250000000466,AS
b'1959284N20072',20.3,71.4,,,36852.375000000466,AS
b'1959284N20072',20.3,71.4,,,36852.500000000466,AS
b'1959284N20072',20.3,71.4,,,36852.625000000466,AS
b'1959284N20072',20.3,71.4,,,36852.750000000466,AS
b'1959284N20072',20.3,71.4,,,36852.875000000466,AS
b'1959284N20072',20.3,71.4,,,36853.000000000466,AS
b'1959284N20072',20.3,71.4,,,36853.125000000466,AS
b'1959284N20072',20.3,71.4,,,36853.250000000466,AS
b'1959284N20072',20.3,71.4,,,36853.375000000466,AS
b'1959284N20072',20.3,71.4,,,36853.500000000466,AS
b'1959284N20072',20.3,71.4,,,36853.625000000466,AS
b'1959284N20072',20.3,71.4,,,36853.750000000466,AS
b'1959284N20072',20.3,71.4,,,36853.875000000466,AS
b'1959284N20072',20.3,71.4,,,36854.000000000466,AS
b'1959284N20072',20.3,71.4,,,36854.125000000466,AS
b'1959284N20072',20.4,71.4,,,36854.250000000466,AS
b'1959284N20072',20.7,71.5,,,36854.375000000466,AS
b'1959284N20072',21.0,71.5,,,36854.500000000466,AS
b'1959284N20072',21.2,71.5,,,36854.625000000466,AS
b'1959284N20072',21.3,71.4,,,36854.750000000466,AS
b'1959284N20072',21.4,71.2,,,36854.875000000466,AS
b'1959284N20072',21.5,71.0,,,36855.000000000466,AS
b'1959284N20072',21.4,70.9,,,36855.125000000466,AS
b'1959284N20072',21.3,70.8,,,36855.250000000466,AS
b'1959284N20072',21.2,70.7,,,36855.375000000466,AS
b'1959284N20072',21.0,70.7,,,36855.500000000466,AS
b'1959284N20072',20.9,70.6,,,36855.625000000466,AS
b'1959284N20072',20.8,70.5,,,36855.750000000466,AS
b'1959284N20072',20.7,70.4,,,36855.875000000466,AS
b'1959284N20072',20.6,70.3,,,36856.000000000466,AS
b'1959284N20072',20.5,70.2,,,36856.125000000466,AS
b'1959284N20072',20.3,70.0,,,36856.250000000466,AS
b'1959284N20072',20.2,69.8,,,36856.375000000466,AS
b'1959284N20072',20.0,69.6,,,36856.500000000466,AS
b'1959284N20072',19.8,69.4,,,36856.625000000466,AS
b'1959284N20072',19.7,69.2,,,36856.750000000466,AS
b'1959284N20072',19.5,69.0,,,36856.875000000466,AS
b'1959284N20072',19.4,68.7,,,36857.000000000466,AS
b'1959284N20072',19.3,68.4,,,36857.125000000466,AS
b'1959284N20072',19.2,68.0,,,36857.250000000466,AS
b'1959284N20072',19.1,67.6,,,36857.375000000466,AS
b'1959284N20072',19.0,67.1,,,36857.500000000466,AS
b'1959284N20072',18.9,66.6,,,36857.625000000466,AS
b'1959284N20072',18.8,66.1,,,36857.750000000466,AS
b'1959284N20072',18.8,65.5,,,36857.875000000466,AS
b'1959284N20072',18.9,65.0,,,36858.000000000466,AS
b'1959284N20072',18.9,64.4,,,36858.125000000466,AS
b'1959284N20072',19.0,63.9,,,36858.250000000466,AS
b'1959284N20072',19.1,63.3,,,36858.375000000466,AS
b'1959284N20072',19.2,62.8,,,36858.500000000466,AS
b'1959284N20072',19.3,62.2,,,36858.625000000466,AS
b'1959284N20072',19.4,61.6,,,36858.750000000466,AS
b'1959284N20072',19.4,60.9,,,36858.875000000466,AS
b'1959284N20072',19.4,60.3,,,36859.000000000466,AS
b'1959284N20072',19.4,59.6,,,36859.125000000466,AS
b'1959300N09083',8.8,82.6,,,36867.750000000466,BoB
b'1959300N09083',8.8,82.5,,,36867.875000000466,BoB
b'1959300N09083',9.0,82.4,,,36868.000000000466,BoB
b'1959300N09083',9.3,82.3,,,36868.125000000466,BoB
b'1959300N09083',9.8,82.2,,,36868.250000000466,BoB
b'1959300N09083',10.3,82.1,,,36868.375000000466,BoB
b'1959300N09083',10.8,82.1,,,36868.500000000466,BoB
b'1959300N09083',11.3,82.1,,,36868.625000000466,BoB
b'1959300N09083',11.7,82.1,,,36868.750000000466,BoB
b'1959300N09083',12.0,82.1,,,36868.875000000466,BoB
b'1959300N09083',12.3,82.2,,,36869.000000000466,BoB
b'1959300N09083',12.8,82.4,,,36869.125000000466,BoB
b'1959300N09083',13.5,82.7,,,36869.250000000466,BoB
b'1959300N09083',14.3,83.2,,,36869.375000000466,BoB
b'1959300N09083',15.1,83.7,,,36869.500000000466,BoB
b'1959300N09083',15.8,84.2,,,36869.625000000466,BoB
b'1959300N09083',16.5,84.7,,,36869.750000000466,BoB
b'1959300N09083',17.1,85.2,,,36869.875000000466,BoB
b'1959300N09083',17.7,85.7,,,36870.000000000466,BoB
b'1959300N09083',18.4,86.4,,,36870.125000000466,BoB
b'1959300N09083',19.1,87.2,,,36870.250000000466,BoB
b'1959300N09083',19.8,88.0,,,36870.375000000466,BoB
b'1959300N09083',20.4,88.8,,,36870.500000000466,BoB
b'1959300N09083',21.1,89.6,,,36870.625000000466,BoB
b'1959300N09083',21.7,90.4,,,36870.750000000466,BoB
b'1959300N09083',22.4,91.2,,,36870.875000000466,BoB
b'1959300N09083',23.0,92.0,,,36871.000000000466,BoB
b'1959300N09083',23.6,92.8,,,36871.125000000466,BoB
b'1959332N10081',9.9,80.5,,,36899.750000000466,BoB
b'1959332N10081',9.9,80.5,,,36899.875000000466,BoB
b'1959332N10081',9.9,80.3,,,36900.000000000466,BoB
b'1959332N10081',9.9,79.9,,,36900.125000000466,BoB
b'1959332N10081',9.9,79.4,,,36900.250000000466,BoB
b'1959332N10081',9.9,78.9,,,36900.375000000466,BoB
b'1959332N10081',9.9,78.3,,,36900.500000000466,BoB
b'1959332N10081',9.9,77.7,,,36900.625000000466,BoB
b'1959332N10081',9.9,77.1,,,36900.750000000466,BoB
b'1959332N10081',9.9,76.5,,,36900.875000000466,BoB
b'1959332N10081',9.9,76.0,,,36901.000000000466,BoB
b'1959332N10081',9.9,75.4,,,36901.125000000466,BoB
b'1959332N10081',9.9,74.9,,,36901.250000000466,BoB
b'1959332N10081',9.9,74.3,,,36901.375000000466,BoB
b'1959332N10081',9.9,73.8,,,36901.500000000466,BoB
b'1959332N10081',9.9,73.3,,,36901.625000000466,BoB
b'1959332N10081',9.9,72.8,,,36901.750000000466,BoB
b'1959332N10081',9.9,72.3,,,36901.875000000466,BoB
b'1959332N10081',9.9,71.8,,,36902.000000000466,BoB
b'1959332N10081',9.9,71.4,,,36902.125000000466,BoB
b'1959332N10081',9.9,71.0,,,36902.250000000466,BoB
b'1959332N10081',9.9,70.6,,,36902.375000000466,BoB
b'1959332N10081',9.9,70.2,,,36902.500000000466,BoB
b'1959332N10081',9.9,69.8,,,36902.625000000466,BoB
b'1959332N10081',9.9,69.4,,,36902.750000000466,BoB
b'1959332N10081',9.9,69.0,,,36902.875000000466,BoB
b'1959332N10081',9.8,68.6,,,36903.000000000466,BoB
b'1959332N10081',9.7,68.3,,,36903.125000000466,BoB
b'1959332N10081',9.6,68.1,,,36903.250000000466,BoB
b'1959332N10081',9.5,67.8,,,36903.375000000466,BoB
b'1959332N10081',9.3,67.6,,,36903.500000000466,BoB
b'1959332N10081',9.1,67.3,,,36903.625000000466,BoB
b'1959332N10081',8.9,67.1,,,36903.750000000466,BoB
b'1959332N10081',8.7,66.8,,,36903.875000000466,BoB
b'1959332N10081',8.6,66.6,,,36904.000000000466,BoB
b'1959332N10081',8.4,66.3,,,36904.125000000466,BoB
b'1959332N10081',8.3,66.1,,,36904.250000000466,BoB
b'1959332N10081',8.2,65.9,,,36904.375000000466,BoB
b'1959332N10081',8.2,65.8,,,36904.500000000466,BoB
b'1959332N10081',8.2,65.6,,,36904.625000000466,BoB
b'1959332N10081',8.2,65.4,,,36904.750000000466,BoB
b'1959332N10081',8.2,65.2,,,36904.875000000466,BoB
b'1959332N10081',8.2,65.0,,,36905.000000000466,BoB
b'1959332N10081',8.2,64.8,,,36905.125000000466,BoB
b'1959332N10081',8.2,64.6,,,36905.250000000466,BoB
b'1959332N10081',8.2,64.3,,,36905.375000000466,BoB
b'1959332N10081',8.2,64.1,,,36905.500000000466,BoB
b'1959332N10081',8.2,63.8,,,36905.625000000466,BoB
b'1959332N10081',8.2,63.6,,,36905.750000000466,BoB
b'1959332N10081',8.2,63.4,,,36905.875000000466,BoB
b'1959332N10081',8.3,63.1,,,36906.000000000466,BoB
b'1959332N10081',8.3,62.8,,,36906.125000000466,BoB
b'1959332N10081',8.4,62.5,,,36906.250000000466,BoB
b'1959332N10081',8.5,62.1,,,36906.375000000466,BoB
b'1959332N10081',8.6,61.7,,,36906.500000000466,BoB
b'1959332N10081',8.7,61.3,,,36906.625000000466,BoB
b'1959332N10081',8.9,60.9,,,36906.750000000466,BoB
b'1959332N10081',9.0,60.5,,,36906.875000000466,BoB
b'1959332N10081',9.2,60.2,,,36907.000000000466,BoB
b'1959332N10081',9.4,59.8,,,36907.125000000466,BoB
b'1959332N10081',9.5,59.5,,,36907.250000000466,BoB
b'1959332N10081',9.7,59.3,,,36907.375000000466,BoB
b'1959332N10081',9.8,59.2,,,36907.500000000466,BoB
b'1959332N10081',9.9,59.1,,,36907.625000000466,BoB
b'1959332N10081',10.0,58.9,,,36907.750000000466,BoB
b'1959332N10081',10.1,58.7,,,36907.875000000466,BoB
b'1959332N10081',10.3,58.5,,,36908.000000000466,BoB
b'1959332N10081',10.4,58.3,,,36908.125000000466,BoB
b'1959339N09091',9.4,90.5,,,36906.750000000466,BoB
b'1959339N09091',9.4,90.6,,,36906.875000000466,BoB
b'1959339N09091',9.6,90.5,,,36907.000000000466,BoB
b'1959339N09091',10.0,90.2,,,36907.125000000466,BoB
b'1959339N09091',10.6,89.8,,,36907.250000000466,BoB
b'1959339N09091',11.3,89.4,,,36907.375000000466,BoB
b'1959339N09091',12.0,88.9,,,36907.500000000466,BoB
b'1959339N09091',12.6,88.4,,,36907.625000000466,BoB
b'1959339N09091',13.3,87.8,,,36907.750000000466,BoB
b'1959339N09091',14.0,87.2,,,36907.875000000466,BoB
b'1959339N09091',14.5,86.6,,,36908.000000000466,BoB
b'1959339N09091',14.9,86.1,,,36908.125000000466,BoB
b'1959339N09091',15.1,85.6,,,36908.250000000466,BoB
b'1959339N09091',15.1,85.1,,,36908.375000000466,BoB
b'1959339N09091',14.9,84.7,,,36908.500000000466,BoB
b'1959339N09091',14.8,84.2,,,36908.625000000466,BoB
b'1959339N09091',14.7,83.7,,,36908.750000000466,BoB
b'1959339N09091',14.6,83.2,,,36908.875000000466,BoB
b'1959339N09091',14.5,82.8,,,36909.000000000466,BoB
b'1959339N09091',14.4,82.3,,,36909.125000000466,BoB
b'1960132N09070',8.9,69.9,,,37064.750000000466,AS
b'1960132N09070',9.0,69.8,,,37064.875000000466,AS
b'1960132N09070',9.1,69.7,,,37065.000000000466,AS
b'1960132N09070',9.3,69.5,,,37065.125000000466,AS
b'1960132N09070',9.5,69.3,,,37065.250000000466,AS
b'1960132N09070',9.8,69.0,,,37065.375000000466,AS
b'1960132N09070',10.1,68.7,,,37065.500000000466,AS
b'1960132N09070',10.3,68.5,,,37065.625000000466,AS
b'1960132N09070',10.5,68.3,,,37065.750000000466,AS
b'1960132N09070',10.8,68.0,,,37065.875000000466,AS
b'1960132N09070',11.0,67.8,,,37066.000000000466,AS
b'1960132N09070',11.2,67.6,,,37066.125000000466,AS
b'1960132N09070',11.4,67.4,,,37066.250000000466,AS
b'1960132N09070',11.7,67.2,,,37066.375000000466,AS
b'1960132N09070',11.9,67.0,,,37066.500000000466,AS
b'1960132N09070',12.1,66.8,,,37066.625000000466,AS
b'1960132N09070',12.3,66.6,,,37066.750000000466,AS
b'1960132N09070',12.4,66.4,,,37066.875000000466,AS
b'1960132N09070',12.6,66.2,,,37067.000000000466,AS
b'1960132N09070',12.8,66.0,,,37067.125000000466,AS
b'1960132N09070',13.0,65.8,,,37067.250000000466,AS
b'1960132N09070',13.3,65.5,,,37067.375000000466,AS
b'1960132N09070',13.6,65.3,,,37067.500000000466,AS
b'1960132N09070',13.8,65.0,,,37067.625000000466,AS
b'1960132N09070',14.0,64.8,,,37067.750000000466,AS
b'1960132N09070',14.2,64.5,,,37067.875000000466,AS
b'1960132N09070',14.4,64.3,,,37068.000000000466,AS
b'1960132N09070',14.5,64.0,,,37068.125000000466,AS
b'1960132N09070',14.6,63.8,,,37068.250000000466,AS
b'1960132N09070',14.7,63.6,,,37068.375000000466,AS
b'1960132N09070',14.8,63.4,,,37068.500000000466,AS
b'1960132N09070',14.8,63.2,,,37068.625000000466,AS
b'1960132N09070',14.8,63.0,,,37068.750000000466,AS
b'1960132N09070',14.8,62.8,,,37068.875000000466,AS
b'1960132N09070',14.8,62.7,,,37069.000000000466,AS
b'1960132N09070',14.8,62.5,,,37069.125000000466,AS
b'1960132N09070',14.8,62.3,,,37069.250000000466,AS
b'1960132N09070',14.8,62.1,,,37069.375000000466,AS
b'1960132N09070',14.7,61.9,,,37069.500000000466,AS
b'1960132N09070',14.7,61.7,,,37069.625000000466,AS
b'1960132N09070',14.7,61.5,,,37069.750000000466,AS
b'1960132N09070',14.6,61.4,,,37069.875000000466,AS
b'1960132N09070',14.6,61.2,,,37070.000000000466,AS
b'1960132N09070',14.5,61.0,,,37070.125000000466,AS
b'1960132N09070',14.5,60.8,,,37070.250000000466,AS
b'1960132N09070',14.4,60.6,,,37070.375000000466,AS
b'1960132N09070',14.4,60.4,,,37070.500000000466,AS
b'1960132N09070',14.3,60.2,,,37070.625000000466,AS
b'1960132N09070',14.3,60.0,,,37070.750000000466,AS
b'1960132N09070',14.3,59.9,,,37070.875000000466,AS
b'1960132N09070',14.3,59.7,,,37071.000000000466,AS
b'1960132N09070',14.3,59.5,,,37071.125000000466,AS
b'1960132N09070',14.4,59.1,,,37071.250000000466,AS
b'1960132N09070',14.4,58.6,,,37071.375000000466,AS
b'1960132N09070',14.5,58.1,,,37071.500000000466,AS
b'1960132N09070',14.6,57.6,,,37071.625000000466,AS
b'1960132N09070',14.7,57.2,,,37071.750000000466,AS
b'1960132N09070',14.7,56.8,,,37071.875000000466,AS
b'1960132N09070',14.8,56.4,,,37072.000000000466,AS
b'1960132N09070',14.8,56.0,,,37072.125000000466,AS
b'1960148N20089',19.7,88.6,,,37080.750000000466,BoB
b'1960148N20089',19.8,88.5,,,37080.875000000466,BoB
b'1960148N20089',19.9,88.5,,,37081.000000000466,BoB
b'1960148N20089',20.1,88.5,,,37081.125000000466,BoB
b'1960148N20089',20.3,88.5,,,37081.250000000466,BoB
b'1960148N20089',20.6,88.4,,,37081.375000000466,BoB
b'1960148N20089',20.9,88.4,,,37081.500000000466,BoB
b'1960148N20089',21.2,88.4,,,37081.625000000466,BoB
b'1960148N20089',21.6,88.4,,,37081.750000000466,BoB
b'1960148N20089',22.0,88.4,,,37081.875000000466,BoB
b'1960148N20089',22.5,88.5,,,37082.000000000466,BoB
b'1960148N20089',22.8,88.5,,,37082.125000000466,BoB
b'1960148N20089',23.0,88.5,,,37082.250000000466,BoB
b'1960148N20089',23.3,88.5,,,37082.375000000466,BoB
b'1960148N20089',23.5,88.6,,,37082.500000000466,BoB
b'1960148N20089',23.7,88.6,,,37082.625000000466,BoB
b'1960148N20089',24.0,88.7,,,37082.750000000466,BoB
b'1960148N20089',24.2,88.8,,,37082.875000000466,BoB
b'1960148N20089',24.5,88.9,,,37083.000000000466,BoB
b'1960148N20089',24.8,89.1,,,37083.125000000466,BoB
b'1960182N20089',19.9,88.9,,,37114.750000000466,BoB
b'1960182N20089',19.9,88.7,,,37114.875000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.000000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.125000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.250000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.375000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.500000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.625000000466,BoB
b'1960182N20089',19.9,88.6,,,37115.750000000466,BoB
b'1960182N20089',19.9,88.7,,,37115.875000000466,BoB
b'1960182N20089',19.9,88.7,,,37116.000000000466,BoB
b'1960182N20089',19.9,88.6,,,37116.125000000466,BoB
b'1960182N20089',19.9,88.4,,,37116.250000000466,BoB
b'1960182N20089',19.9,88.2,,,37116.375000000466,BoB
b'1960182N20089',20.0,87.9,,,37116.500000000466,BoB
b'1960182N20089',20.0,87.6,,,37116.625000000466,BoB
b'1960182N20089',20.0,87.4,,,37116.750000000466,BoB
b'1960182N20089',20.0,87.2,,,37116.875000000466,BoB
b'1960182N20089',20.1,86.9,,,37117.000000000466,BoB
b'1960182N20089',20.2,86.6,,,37117.125000000466,BoB
b'1960182N20089',20.4,86.1,,,37117.250000000466,BoB
b'1960182N20089',20.7,85.5,,,37117.375000000466,BoB
b'1960182N20089',21.1,84.9,,,37117.500000000466,BoB
b'1960182N20089',21.5,84.3,,,37117.625000000466,BoB
b'1960182N20089',21.8,83.7,,,37117.750000000466,BoB
b'1960182N20089',22.2,83.1,,,37117.875000000466,BoB
b'1960182N20089',22.5,82.6,,,37118.000000000466,BoB
b'1960182N20089',22.9,82.0,,,37118.125000000466,BoB
b'1960185N21070',20.7,70.1,,,37117.750000000466,AS
b'1960185N21070',20.7,70.0,,,37117.875000000466,AS
b'1960185N21070',20.7,69.9,,,37118.000000000466,AS
b'1960185N21070',20.7,69.7,,,37118.125000000466,AS
b'1960185N21070',20.7,69.5,,,37118.250000000466,AS
b'1960185N21070',20.8,69.3,,,37118.375000000466,AS
b'1960185N21070',20.8,69.1,,,37118.500000000466,AS
b'1960185N21070',20.9,68.9,,,37118.625000000466,AS
b'1960185N21070',21.0,68.8,,,37118.750000000466,AS
b'1960185N21070',21.1,68.7,,,37118.875000000466,AS
b'1960185N21070',21.2,68.6,,,37119.000000000466,AS
b'1960185N21070',21.3,68.5,,,37119.125000000466,AS
b'1960222N21089',20.9,89.1,,,37154.750000000466,BoB
b'1960222N21089',20.8,89.1,,,37154.875000000466,BoB
b'1960222N21089',20.8,88.9,,,37155.000000000466,BoB
b'1960222N21089',21.0,88.4,,,37155.125000000466,BoB
b'1960222N21089',21.3,87.8,,,37155.250000000466,BoB
b'1960222N21089',21.6,87.1,,,37155.375000000466,BoB
b'1960222N21089',21.9,86.4,,,37155.500000000466,BoB
b'1960222N21089',22.2,85.7,,,37155.625000000466,BoB
b'1960222N21089',22.5,85.1,,,37155.750000000466,BoB
b'1960222N21089',22.8,84.6,,,37155.875000000466,BoB
b'1960222N21089',23.2,84.0,,,37156.000000000466,BoB
b'1960222N21089',23.5,83.5,,,37156.125000000466,BoB
b'1960226N19090',19.4,90.0,,,37158.750000000466,BoB
b'1960226N19090',19.5,89.9,,,37158.875000000466,BoB
b'1960226N19090',19.7,89.7,,,37159.000000000466,BoB
b'1960226N19090',19.9,89.5,,,37159.125000000466,BoB
b'1960226N19090',20.1,89.4,,,37159.250000000466,BoB
b'1960226N19090',20.2,89.2,,,37159.375000000466,BoB
b'1960226N19090',20.4,89.1,,,37159.500000000466,BoB
b'1960226N19090',20.6,88.9,,,37159.625000000466,BoB
b'1960226N19090',20.8,88.8,,,37159.750000000466,BoB
b'1960226N19090',21.0,88.7,,,37159.875000000466,BoB
b'1960226N19090',21.2,88.7,,,37160.000000000466,BoB
b'1960226N19090',21.4,88.5,,,37160.125000000466,BoB
b'1960226N19090',21.6,88.3,,,37160.250000000466,BoB
b'1960226N19090',21.7,88.1,,,37160.375000000466,BoB
b'1960226N19090',21.7,87.8,,,37160.500000000466,BoB
b'1960226N19090',21.8,87.5,,,37160.625000000466,BoB
b'1960226N19090',21.8,87.3,,,37160.750000000466,BoB
b'1960226N19090',21.9,87.0,,,37160.875000000466,BoB
b'1960226N19090',21.9,86.8,,,37161.000000000466,BoB
b'1960226N19090',21.9,86.5,,,37161.125000000466,BoB
b'1960226N19090',21.9,86.2,,,37161.250000000466,BoB
b'1960226N19090',21.9,85.9,,,37161.375000000466,BoB
b'1960226N19090',21.9,85.7,,,37161.500000000466,BoB
b'1960226N19090',21.9,85.5,,,37161.625000000466,BoB
b'1960226N19090',21.9,85.3,,,37161.750000000466,BoB
b'1960226N19090',21.9,85.2,,,37161.875000000466,BoB
b'1960226N19090',22.0,85.1,,,37162.000000000466,BoB
b'1960226N19090',22.1,85.0,,,37162.125000000466,BoB
b'1960226N19090',22.2,84.9,,,37162.250000000466,BoB
b'1960226N19090',22.3,84.8,,,37162.375000000466,BoB
b'1960226N19090',22.4,84.6,,,37162.500000000466,BoB
b'1960226N19090',22.5,84.5,,,37162.625000000466,BoB
b'1960226N19090',22.6,84.4,,,37162.750000000466,BoB
b'1960226N19090',22.7,84.3,,,37162.875000000466,BoB
b'1960226N19090',22.8,84.1,,,37163.000000000466,BoB
b'1960226N19090',22.9,84.0,,,37163.125000000466,BoB
b'1960226N19090',23.1,83.7,,,37163.250000000466,BoB
b'1960226N19090',23.4,83.3,,,37163.375000000466,BoB
b'1960226N19090',23.8,82.8,,,37163.500000000466,BoB
b'1960226N19090',24.1,82.2,,,37163.625000000466,BoB
b'1960226N19090',24.3,81.7,,,37163.750000000466,BoB
b'1960226N19090',24.6,81.1,,,37163.875000000466,BoB
b'1960226N19090',24.8,80.5,,,37164.000000000466,BoB
b'1960226N19090',25.0,80.0,,,37164.125000000466,BoB
b'1960226N19090',25.2,79.5,,,37164.250000000466,BoB
b'1960226N19090',25.4,79.1,,,37164.375000000466,BoB
b'1960226N19090',25.5,78.7,,,37164.500000000466,BoB
b'1960226N19090',25.6,78.3,,,37164.625000000466,BoB
b'1960226N19090',25.7,77.9,,,37164.750000000466,BoB
b'1960226N19090',25.9,77.5,,,37164.875000000466,BoB
b'1960226N19090',26.0,77.2,,,37165.000000000466,BoB
b'1960226N19090',26.1,77.0,,,37165.125000000466,BoB
b'1960226N19090',26.2,76.8,,,37165.250000000466,BoB
b'1960226N19090',26.3,76.6,,,37165.375000000466,BoB
b'1960226N19090',26.4,76.5,,,37165.500000000466,BoB
b'1960226N19090',26.5,76.4,,,37165.625000000466,BoB
b'1960226N19090',26.6,76.3,,,37165.750000000466,BoB
b'1960226N19090',26.7,76.2,,,37165.875000000466,BoB
b'1960226N19090',26.8,76.1,,,37166.000000000466,BoB
b'1960226N19090',26.9,76.0,,,37166.125000000466,BoB
b'1960237N20090',19.9,89.7,,,37169.750000000466,BoB
b'1960237N20090',19.9,89.7,,,37169.875000000466,BoB
b'1960237N20090',20.1,89.7,,,37170.000000000466,BoB
b'1960237N20090',20.4,89.5,,,37170.125000000466,BoB
b'1960237N20090',20.9,89.2,,,37170.250000000466,BoB
b'1960237N20090',21.5,88.9,,,37170.375000000466,BoB
b'1960237N20090',22.1,88.5,,,37170.500000000466,BoB
b'1960237N20090',22.6,88.0,,,37170.625000000466,BoB
b'1960237N20090',23.0,87.5,,,37170.750000000466,BoB
b'1960237N20090',23.3,87.0,,,37170.875000000466,BoB
b'1960237N20090',23.6,86.5,,,37171.000000000466,BoB
b'1960237N20090',23.9,86.0,,,37171.125000000466,BoB
b'1960237N20090',24.1,85.5,,,37171.250000000466,BoB
b'1960237N20090',24.4,85.0,,,37171.375000000466,BoB
b'1960237N20090',24.6,84.5,,,37171.500000000466,BoB
b'1960237N20090',24.8,84.0,,,37171.625000000466,BoB
b'1960237N20090',25.0,83.5,,,37171.750000000466,BoB
b'1960237N20090',25.2,82.9,,,37171.875000000466,BoB
b'1960237N20090',25.4,82.4,,,37172.000000000466,BoB
b'1960237N20090',25.6,81.9,,,37172.125000000466,BoB
b'1960237N20090',25.8,81.4,,,37172.250000000466,BoB
b'1960237N20090',26.0,81.0,,,37172.375000000466,BoB
b'1960237N20090',26.2,80.7,,,37172.500000000466,BoB
b'1960237N20090',26.4,80.4,,,37172.625000000466,BoB
b'1960237N20090',26.5,80.2,,,37172.750000000466,BoB
b'1960237N20090',26.7,80.2,,,37172.875000000466,BoB
b'1960237N20090',26.8,80.1,,,37173.000000000466,BoB
b'1960237N20090',26.9,79.9,,,37173.125000000466,BoB
b'1960237N20090',27.0,79.4,,,37173.250000000466,BoB
b'1960237N20090',27.2,78.8,,,37173.375000000466,BoB
b'1960237N20090',27.3,78.1,,,37173.500000000466,BoB
b'1960237N20090',27.4,77.6,,,37173.625000000466,BoB
b'1960237N20090',27.5,77.2,,,37173.750000000466,BoB
b'1960237N20090',27.6,76.9,,,37173.875000000466,BoB
b'1960237N20090',27.8,76.6,,,37174.000000000466,BoB
b'1960237N20090',27.9,76.4,,,37174.125000000466,BoB
b'1960270N21087',21.3,86.5,,,37202.750000000466,BoB
b'1960270N21087',22.2,85.1,,,37202.875000000466,BoB
b'1960270N21087',22.9,84.0,,,37203.000000000466,BoB
b'1960270N21087',23.4,83.6,,,37203.125000000466,BoB
b'1960270N21087',23.7,83.5,,,37203.250000000466,BoB
b'1960270N21087',24.0,83.5,,,37203.375000000466,BoB
b'1960270N21087',24.3,83.6,,,37203.500000000466,BoB
b'1960270N21087',24.5,83.8,,,37203.625000000466,BoB
b'1960270N21087',24.7,84.0,,,37203.750000000466,BoB
b'1960270N21087',24.9,84.2,,,37203.875000000466,BoB
b'1960270N21087',25.2,84.4,,,37204.000000000466,BoB
b'1960270N21087',25.4,84.7,,,37204.125000000466,BoB
b'1960273N13117',13.0,117.0,,,37205.750000000466,Other
b'1960273N13117',12.9,116.8,,,37205.875000000466,Other
b'1960273N13117',12.9,116.6,,,37206.000000000466,Other
b'1960273N13117',12.9,116.4,,,37206.125000000466,Other
b'1960273N13117',12.8,116.2,,,37206.250000000466,Other
b'1960273N13117',12.7,115.9,,,37206.375000000466,Other
b'1960273N13117',12.6,115.6,,,37206.500000000466,Other
b'1960273N13117',12.3,115.4,,,37206.625000000466,Other
b'1960273N13117',12.0,115.3,,,37206.750000000466,Other
b'1960273N13117',11.8,115.2,,,37206.875000000466,Other
b'1960273N13117',11.6,115.0,,,37207.000000000466,Other
b'1960273N13117',11.5,114.8,,,37207.125000000466,Other
b'1960273N13117',11.4,114.4,,,37207.250000000466,Other
b'1960273N13117',11.4,114.0,,,37207.375000000466,Other
b'1960273N13117',11.7,112.9,,,37207.500000000466,Other
b'1960273N13117',12.1,112.1,,,37207.625000000466,Other
b'1960273N13117',12.3,111.4,,,37207.750000000466,Other
b'1960273N13117',12.5,110.8,,,37207.875000000466,Other
b'1960273N13117',12.6,110.4,,,37208.000000000466,Other
b'1960273N13117',12.6,109.8,,,37208.125000000466,Other
b'1960273N13117',12.6,109.3,,,37208.250000000466,Other
b'1960273N13117',12.6,108.6,,,37208.375000000466,Other
b'1960273N13117',12.7,108.0,,,37208.500000000466,Other
b'1960273N13117',12.7,107.4,,,37208.625000000466,Other
b'1960273N13117',12.8,106.7,,,37208.750000000466,Other
b'1960273N13117',12.9,106.1,,,37208.875000000466,Other
b'1960273N13117',13.0,105.5,,,37209.000000000466,Other
b'1960273N13117',13.3,105.2,,,37209.125000000466,Other
b'1960273N13117',13.3,105.0,,,37209.250000000466,Other
b'1960273N13117',13.4,105.0,,,37209.375000000466,Other
b'1960273N13117',13.4,104.9,,,37209.500000000466,Other
b'1960273N13117',13.5,104.7,,,37209.625000000466,Other
b'1960273N13117',13.5,104.5,,,37209.750000000466,Other
b'1960273N13117',13.5,104.3,,,37209.875000000466,Other
b'1960273N13117',13.5,104.1,,,37210.000000000466,Other
b'1960273N13117',13.4,104.0,,,37210.125000000466,Other
b'1960273N13117',13.2,104.0,,,37210.250000000466,Other
